Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,170.050003,174.250000,169.509995,173.080002,139.862900,9135000
2010-01-05,173.000000,176.259995,172.570007,176.139999,142.335556,11659400
2010-01-06,175.380005,175.380005,173.759995,174.259995,140.816406,7381100
2010-01-07,174.320007,178.750000,173.949997,177.669998,143.571945,8727400
2010-01-08,176.330002,177.429993,173.949997,174.309998,140.856781,7268100
2010-01-11,175.059998,175.059998,170.520004,171.559998,138.634598,7704900
2010-01-12,170.009995,170.479996,167.029999,167.820007,135.612366,10360100
2010-01-13,168.009995,169.669998,166.119995,169.070007,136.622406,11269500
2010-01-14,168.000000,170.720001,167.210007,168.529999,136.186020,10521400
2010-01-15,167.600006,167.800003,164.580002,165.210007,133.503281,10896300
2010-01-19,165.009995,167.399994,163.899994,166.860001,134.836578,7705300
2010-01-20,165.800003,168.179993,164.320007,167.789993,135.588058,8893900
2010-01-21,169.289993,171.000000,156.770004,160.869995,129.996155,51738300
2010-01-22,158.690002,159.750000,152.250000,154.119995,124.541595,30175600
2010-01-25,156.130005,158.300003,154.500000,154.979996,125.236572,17877000
2010-01-26,154.910004,156.500000,150.699997,150.880005,121.923431,15985900
2010-01-27,150.750000,152.929993,148.270004,151.500000,122.424469,19899000
2010-01-28,154.229996,155.199997,149.949997,153.289993,123.870903,16160700
2010-01-29,154.440002,154.880005,147.809998,148.720001,120.177940,18502800
2010-02-01,149.820007,155.250000,149.210007,153.130005,123.741577,12980800
2010-02-02,153.649994,157.500000,153.649994,156.940002,126.820427,17246600
2010-02-03,157.919998,159.940002,157.110001,157.229996,127.054726,16785200
2010-02-04,155.270004,156.059998,150.449997,150.679993,121.761803,18895000
2010-02-05,150.820007,154.460007,148.869995,154.160004,124.573959,18759200
2010-02-08,154.270004,154.600006,150.820007,151.100006,122.101250,10257300
2010-02-09,152.699997,153.529999,149.649994,152.490005,123.224419,14017300
2010-02-10,152.770004,155.350006,151.759995,153.630005,124.145645,10555300
2010-02-11,154.399994,155.320007,152.250000,154.050003,124.485046,11163400
2010-02-12,152.369995,154.500000,151.139999,153.929993,124.388092,10293200
2010-02-16,155.300003,157.740005,154.600006,157.399994,127.192078,11497100
2010-02-17,158.000000,158.190002,155.809998,157.259995,127.078995,10070000
